StationID,StationName,Latitude,Longitude,EventCount
72,W 52 St & 11 Ave,40.76727216,-73.99392888,2797
79,Franklin St & W Broadway,40.71911552,-74.00666661,2092
82,St James Pl & Pearl St,40.71117416,-74.00016545,771
83,Atlantic Ave & Fort Greene Pl,40.68382604,-73.97632328,1079
119,Park Ave & St Edwards St,40.69608941,-73.97803415,221
120,Lexington Ave & Classon Ave,40.68676793,-73.95928168,786
127,Barrow St & Hudson St,40.73172428,-74.00674436,4270
128,MacDougal St & Prince St,40.72710258,-74.00297088,4735
143,Clinton St & Joralemon St,40.69239502,-73.99337909,1738
144,Nassau St & Navy St,40.69839895,-73.98068914,565
146,Hudson St & Reade St,40.71625008,-74.0091059,2055
150,E 2 St & Avenue C,40.7208736,-73.98085795,2113
151,Cleveland Pl & Spring St,40.72210379,-73.99724901,5352
152,Warren St & Church St,40.71473993,-74.00910627,339
157,Henry St & Atlantic Ave,40.69089272,-73.99612349,1424
161,LaGuardia Pl & W 3 St,40.72917025,-73.99810231,4586
164,E 47 St & 2 Ave,40.75323098,-73.97032517,1913
167,E 39 St & 3 Ave,40.7489006,-73.97604882,2992
168,W 18 St & 6 Ave,40.73971301,-73.99456405,5207
173,Broadway & W 49 St,40.76068327,-73.98452729,4423
174,E 25 St & 1 Ave,40.7381765,-73.97738662,3000
195,Liberty St & Broadway,40.70905623,-74.01043382,2790
212,W 16 St & The High Line,40.74334935,-74.00681753,3378
216,Columbia Heights & Cranberry St,40.70037867,-73.99548059,721
217,Old Fulton St,40.70277159,-73.99383605,2290
223,W 13 St & 7 Ave,40.73781509,-73.99994661,86
228,E 48 St & 3 Ave,40.7546011,-73.97187886,1832
229,Great Jones St,40.72743423,-73.99379025,5668
232,Cadman Plaza E & Tillary St,40.69597683,-73.99014892,1129
236,St Marks Pl & 2 Ave,40.7284186,-73.98713956,3932
237,E 11 St & 2 Ave,40.73047309,-73.98672378,4110
238,Bank St & Washington St,40.7361967,-74.00859207,669
239,Willoughby St & Fleet St,40.69196566,-73.9813018,2120
241,DeKalb Ave & S Portland Ave,40.68981035,-73.97493121,1084
242,Carlton Ave & Flushing Ave,40.697787,-73.973736,988
243,Fulton St & Rockwell Pl,40.688226,-73.979382,828
244,Willoughby Ave & Hall St,40.69196035,-73.96536851,1248
245,Myrtle Ave & St Edwards St,40.69327018,-73.97703874,566
247,Perry St & Bleecker St,40.73535398,-74.00483091,2439
248,Laight St & Hudson St,40.72185379,-74.00771779,891
249,Harrison St & Hudson St,40.71870987,-74.0090009,1311
251,Mott St & Prince St,40.72317958,-73.99480012,3645
252,MacDougal St & Washington Sq,40.73226398,-73.99852205,2683
253,W 13 St & 5 Ave,40.73543934,-73.99453948,207
254,W 11 St & 6 Ave,40.73532427,-73.99800419,4244
257,Lispenard St & Broadway,40.71939226,-74.00247214,1930
258,DeKalb Ave & Vanderbilt Ave,40.68940747,-73.96885458,1481
259,South St & Whitehall St,40.70122128,-74.01234218,1964
260,Broad St & Bridge St,40.70365182,-74.01167797,1165
261,Johnson St & Gold St,40.69474881,-73.98362464,1021
262,Washington Park,40.6917823,-73.9737299,940
264,Maiden Ln & Pearl St,40.70706456,-74.00731853,1548
265,Stanton St & Chrystie St,40.72229346,-73.99147535,3506
266,Avenue D & E 8 St,40.72368361,-73.97574813,1247
267,Broadway & W 36 St,40.75097711,-73.98765428,2834
268,Howard St & Centre St,40.71910537,-73.99973337,3131
270,Adelphi St & Myrtle Ave,40.69308257,-73.97178913,1451
274,Lafayette Ave & Fort Greene Pl,40.68691865,-73.976682,1373
275,Washington Ave & Greene Ave,40.68650065,-73.96563307,762
276,Duane St & Greenwich St,40.71748752,-74.0104554,1601
278,Concord St & Bridge St,40.69766564,-73.98476437,590
279,Peck Slip & Front St,40.707873,-74.00167,2408
280,E 10 St & 5 Ave,40.73331967,-73.99510132,523
281,Grand Army Plaza & Central Park S,40.7643971,-73.97371465,7144
282,Kent Ave & S 11 St,40.70764494,-73.96841526,1388
284,Greenwich Ave & 8 Ave,40.73901691,-74.00263761,1897
285,Broadway & E 14 St,40.73454567,-73.99074142,7046
289,Monroe St & Classon Ave,40.6845683,-73.95881081,600
291,Madison St & Montgomery St,40.713126,-73.984844,1353
293,Lafayette St & E 8 St,40.73020661,-73.99102628,5973
295,Pike St & E Broadway,40.71406667,-73.99293911,2041
296,Division St & Bowery,40.71413089,-73.9970468,2248
297,E 15 St & 3 Ave,40.734232,-73.986923,4123
301,E 2 St & Avenue B,40.72217444,-73.98368779,3081
302,Avenue D & E 3 St,40.72082834,-73.97793172,1831
303,Mercer St & Spring St,40.72362738,-73.99949601,3072
304,Broadway & Battery Pl,40.70463334,-74.01361706,3267
305,E 58 St & 3 Ave,40.76095756,-73.96724467,3151
306,Cliff St & Fulton St_1,40.70823502,-74.00530063,1610
307,Canal St & Rutgers St,40.71427487,-73.98990025,3763
308,St James Pl & Oliver St,40.71307916,-73.99851193,1744
309,Murray St & West St,40.7149787,-74.013012,2456
310,State St & Smith St,40.68926942,-73.98912867,1286
311,Norfolk St & Broome St,40.7172274,-73.98802084,2322
312,Allen St & Stanton St,40.722055,-73.989111,3720
313,Washington Ave & Park Ave,40.69610226,-73.96751037,959
314,Cadman Plaza West & Montague St,40.69383,-73.990539,1483
315,South St & Gouverneur Ln,40.70355377,-74.00670227,3449
316,Fulton St & William St,40.70955958,-74.00653609,1519
317,E 6 St & Avenue B,40.72453734,-73.98185424,3012
319,Fulton St & Broadway,40.711066,-74.009447,2814
320,Leonard St & Church St,40.717571,-74.005549,1771
321,Cadman Plaza E & Red Cross Pl,40.69991755,-73.98971773,1881
322,Clinton St & Tillary St,40.696192,-73.991218,1181
323,Lawrence St & Willoughby St,40.69236178,-73.98631746,2078
324,DeKalb Ave & Hudson Ave,40.689888,-73.981013,1439
325,E 19 St & 3 Ave,40.73624527,-73.98473765,3229
326,E 11 St & 1 Ave,40.72953837,-73.98426726,3617
327,Vesey Pl & River Terrace,40.7153379,-74.01658354,4534
328,Watts St & Greenwich St,40.72405549,-74.00965965,2524
330,Reade St & Broadway,40.71450451,-74.00562789,1865
331,Pike St & Monroe St,40.71173107,-73.99193043,1308
332,Cherry St,40.71219906,-73.97948148,1536
334,W 20 St & 7 Ave,40.74238787,-73.99726235,3062
335,Washington Pl & Broadway,40.72903917,-73.99404649,3474
336,Sullivan St & Washington Sq,40.73047747,-73.99906065,3502
337,Old Slip & Front St,40.7037992,-74.00838676,1246
339,Avenue D & E 12 St,40.72580614,-73.97422494,947
340,Madison St & Clinton St,40.71269042,-73.98776323,1473
341,Stanton St & Mangin St,40.71782143,-73.97628939,679
342,Columbia St & Rivington St,40.71739973,-73.98016555,1721
343,Clinton Ave & Flushing Ave,40.69794,-73.96986848,786
344,Monroe St & Bedford Ave,40.6851443,-73.95380904,830
345,W 13 St & 6 Ave,40.73649403,-73.99704374,386
346,Bank St & Hudson St,40.73652889,-74.00618026,3785
347,Greenwich St & W Houston St,40.728846,-74.008591,3838
349,Rivington St & Ridge St,40.71850211,-73.98329859,1580
350,Clinton St & Grand St,40.71559509,-73.9870295,2196
351,Front St & Maiden Ln,40.70530954,-74.00612572,1642
353,S Portland Ave & Hanson Pl,40.68539567,-73.97431458,790
354,Emerson Pl & Myrtle Ave,40.69363137,-73.96223558,1097
355,Bayard St & Baxter St,40.71602118,-73.99974372,2630
356,Bialystoker Pl & Delancey St,40.71622644,-73.98261206,1752
357,E 11 St & Broadway,40.73261787,-73.99158043,2180
358,Christopher St & Greenwich St,40.73291553,-74.00711384,5999
359,E 47 St & Park Ave,40.75510267,-73.97498696,5442
360,William St & Pine St,40.70717936,-74.00887308,1423
361,Allen St & Hester St,40.71605866,-73.99190759,3200
362,Broadway & W 37 St,40.75172632,-73.98753523,1789
363,West Thames St,40.70834698,-74.01713445,2732
364,Lafayette Ave & Classon Ave,40.68900443,-73.96023854,1163
365,Fulton St & Grand Ave,40.68223166,-73.9614583,876
366,Clinton Ave & Myrtle Ave,40.693261,-73.968896,1617
368,Carmine St & 6 Ave,40.73038599,-74.00214988,5924
369,Washington Pl & 6 Ave,40.73224119,-74.00026394,2680
372,Franklin Ave & Myrtle Ave,40.69454609,-73.95801365,577
373,Willoughby Ave & Walworth St,40.69331716,-73.95381995,421
376,John St & William St,40.70862144,-74.00722156,1576
377,6 Ave & Canal St,40.72243797,-74.00566443,2900
379,W 31 St & 7 Ave,40.749156,-73.9916,5169
380,W 4 St & 7 Ave S,40.73401143,-74.00293877,1124
382,University Pl & E 14 St,40.73492695,-73.99200509,6467
383,Greenwich Ave & Charles St,40.735238,-74.000271,4641
386,Centre St & Worth St,40.71494807,-74.00234482,1870
387,Centre St & Chambers St,40.71273266,-74.0046073,5570
388,W 26 St & 10 Ave,40.74971775,-74.00295035,2953
389,Broadway & Berry St,40.71044554,-73.96525063,1600
390,Duffield St & Willoughby St,40.69221589,-73.9842844,1297
391,Clark St & Henry St,40.69760127,-73.99344559,2172
392,Jay St & Tech Pl,40.695065,-73.987167,1855
393,E 5 St & Avenue C,40.72299208,-73.97995466,1672
394,E 9 St & Avenue C,40.72521311,-73.97768752,2728
396,Lefferts Pl & Franklin Ave,40.68034242,-73.95576894,635
397,Fulton St & Clermont Ave,40.68415748,-73.96922273,609
398,Atlantic Ave & Furman St,40.69165183,-73.9999786,1678
399,Lafayette Ave & St James Pl,40.68851534,-73.9647628,1193
400,Pitt St & Stanton St,40.71926081,-73.98178024,695
401,Allen St & Rivington St,40.72019576,-73.98997825,3517
402,Broadway & E 22 St,40.7403432,-73.98955109,8747
403,E 2 St & 2 Ave,40.72502876,-73.99069656,3178
405,Washington St & Gansevoort St,40.739323,-74.008119,4373
406,Hicks St & Montague St,40.69512845,-73.99595065,1687
407,Henry St & Poplar St,40.700469,-73.991454,957
408,Market St & Cherry St,40.71076228,-73.99400398,1244
409,DeKalb Ave & Skillman St,40.6906495,-73.95643107,633
410,Suffolk St & Stanton St,40.72066442,-73.98517977,3691
411,E 6 St & Avenue D,40.72228087,-73.97668709,1584
412,Forsyth St & Canal St,40.7158155,-73.99422366,3165
414,Pearl St & Anchorage Pl,40.70281858,-73.98765762,1283
415,Pearl St & Hanover Square,40.7047177,-74.00926027,1634
416,Cumberland St & Lafayette Ave,40.68753406,-73.97265183,1170
417,Barclay St & Church St,40.71291224,-74.01020234,3634
418,Front St & Gold St,40.70224,-73.982578,911
419,Carlton Ave & Park Ave,40.69580705,-73.97355569,616
420,Clermont Ave & Lafayette Ave,40.68764484,-73.96968902,878
421,Clermont Ave & Park Ave,40.69573398,-73.97129668,482
422,W 59 St & 10 Ave,40.770513,-73.988038,2228
423,W 54 St & 9 Ave,40.76584941,-73.98690506,2677
426,West St & Chambers St,40.71754834,-74.01322069,6350
427,Bus Slip & State St,40.701907,-74.013942,1690
432,E 7 St & Avenue A,40.72621788,-73.98379855,5754
433,E 13 St & Avenue A,40.72955361,-73.98057249,4172
435,W 21 St & 6 Ave,40.74173969,-73.99415556,8269
436,Hancock St & Bedford Ave,40.68216564,-73.95399026,510
437,Macon St & Nostrand Ave,40.68098339,-73.95004798,1225
438,St Marks Pl & 1 Ave,40.72779126,-73.98564945,3913
439,E 4 St & 2 Ave,40.7262807,-73.98978041,4226
440,E 45 St & 3 Ave,40.75255434,-73.97282625,2311
441,E 52 St & 2 Ave,40.756014,-73.967416,2900
442,W 27 St & 7 Ave,40.746647,-73.993915,4520
443,Bedford Ave & S 9 St,40.70853074,-73.96408963,410
445,E 10 St & Avenue A,40.72740794,-73.98142006,4385
446,W 24 St & 7 Ave,40.74487634,-73.99529885,4623
447,8 Ave & W 52 St,40.76370739,-73.9851615,3630
448,W 37 St & 10 Ave,40.75660359,-73.9979009,2942
450,W 49 St & 8 Ave,40.76227205,-73.98788205,4464
453,W 22 St & 8 Ave,40.74475148,-73.99915362,4577
454,E 51 St & 1 Ave,40.75455731,-73.96592976,1517
455,1 Ave & E 44 St,40.75001986,-73.96905301,2276
456,E 53 St & Madison Ave,40.7597108,-73.97402311,2162
457,Broadway & W 58 St,40.76695317,-73.98169333,5855
458,11 Ave & W 27 St,40.751396,-74.005226,3688
459,W 20 St & 11 Ave,40.746745,-74.007756,5269
460,S 4 St & Wythe Ave,40.71285887,-73.96590294,2514
461,E 20 St & 2 Ave,40.73587678,-73.98205027,3699
462,W 22 St & 10 Ave,40.74691959,-74.00451887,5105
465,Broadway & W 41 St,40.75513557,-73.98658032,5206
466,W 25 St & 6 Ave,40.74395411,-73.99144871,4094
467,Dean St & 4 Ave,40.68312489,-73.97895137,1817
468,Broadway & W 56 St,40.7652654,-73.98192338,3629
469,Broadway & W 53 St,40.76344058,-73.98268129,2636
470,W 20 St & 8 Ave,40.74345335,-74.00004031,2771
471,Grand St & Havemeyer St,40.71286844,-73.95698119,1117
472,E 32 St & Park Ave,40.7457121,-73.98194829,4371
473,Rivington St & Chrystie St,40.72110063,-73.9919254,2074
474,5 Ave & E 29 St,40.7451677,-73.98683077,3877
476,E 31 St & 3 Ave,40.74394314,-73.97966069,3433
477,W 41 St & 8 Ave,40.75640548,-73.9900262,6717
478,11 Ave & W 41 St,40.76030096,-73.99884222,3232
479,9 Ave & W 45 St,40.76019252,-73.9912551,4312
480,W 53 St & 10 Ave,40.76669671,-73.99061728,2865
481,S 3 St & Bedford Ave,40.71260486,-73.96264403,1656
482,W 15 St & 7 Ave,40.73935542,-73.99931783,5476
483,E 12 St & 3 Ave,40.73223272,-73.98889957,4330
484,W 44 St & 5 Ave,40.75500254,-73.98014437,3095
485,W 37 St & 5 Ave,40.75038009,-73.98338988,3198
486,Broadway & W 29 St,40.7462009,-73.98855723,4138
487,E 20 St & FDR Drive,40.73314259,-73.97573881,3626
490,8 Ave & W 33 St,40.751551,-73.993934,6426
491,E 24 St & Park Ave S,40.74096374,-73.98602213,4521
492,W 33 St & 7 Ave,40.75019995,-73.99093085,5443
494,W 26 St & 8 Ave,40.74734825,-73.99723551,3955
495,W 47 St & 10 Ave,40.76269882,-73.99301222,2989
496,E 16 St & 5 Ave,40.73726186,-73.99238967,4532
497,E 17 St & Broadway,40.73704984,-73.99009296,8765
498,Broadway & W 32 St,40.74854862,-73.98808416,4349
499,Broadway & W 60 St,40.76915505,-73.98191841,7043
500,Broadway & W 51 St,40.76228826,-73.98336183,2564
501,FDR Drive & E 35 St,40.744219,-73.97121214,3379
502,Henry St & Grand St,40.714215,-73.981346,2498
503,E 20 St & Park Ave,40.73827428,-73.98751968,1256
504,1 Ave & E 16 St,40.73221853,-73.98165557,5125
505,6 Ave & W 33 St,40.74901271,-73.98848395,5430
507,E 25 St & 2 Ave,40.73912601,-73.97973776,4071
508,W 46 St & 11 Ave,40.76341379,-73.99667444,2717
509,9 Ave & W 22 St,40.7454973,-74.00197139,4434
513,W 56 St & 10 Ave,40.768254,-73.988639,2118
514,12 Ave & W 40 St,40.76087502,-74.00277668,5757
515,W 43 St & 10 Ave,40.76009437,-73.99461843,3172
516,E 47 St & 1 Ave,40.75206862,-73.96784384,1376
517,Pershing Square South,40.751581,-73.97791,4103
518,E 39 St & 2 Ave,40.74780373,-73.9734419,3955
519,Pershing Square North,40.751873,-73.977706,12026
520,W 52 St & 5 Ave,40.75992262,-73.97648516,3049
522,E 51 St & Lexington Ave,40.75714758,-73.97207836,2224
523,W 38 St & 8 Ave,40.75466591,-73.99138152,5960
524,W 43 St & 6 Ave,40.75527307,-73.98316936,3028
525,W 34 St & 11 Ave,40.75594159,-74.0021163,2762
526,E 33 St & 5 Ave,40.74765947,-73.98490707,3353
527,E 33 St & 2 Ave,40.744023,-73.976056,4286
528,2 Ave & E 31 St,40.74290902,-73.97706058,3101
529,W 42 St & 8 Ave,40.7575699,-73.99098507,3656
530,11 Ave & W 59 St,40.771522,-73.990541,3590
531,Forsyth St & Broome St,40.71893904,-73.99266288,3919
532,S 5 Pl & S 5 St,40.710451,-73.960876,2993
533,Broadway & W 38 St,40.75299641,-73.98721619,2433
534,Water - Whitehall Plaza,40.70255065,-74.0127234,1490
536,1 Ave & E 30 St,40.74144387,-73.97536082,3569
537,Lexington Ave & E 24 St,40.74025878,-73.98409214,4915
539,Metropolitan Ave & Bedford Ave,40.71534825,-73.96024116,2816
540,Lexington Ave & E 29 St,40.74311555,-73.98215353,3545
545,E 23 St & 1 Ave,40.736502,-73.97809472,4044
546,E 30 St & Park Ave S,40.74444921,-73.98303529,3034
2000,Front St & Washington St,40.70255088,-73.98940236,2460
2001,Sands St & Navy St,40.699773,-73.979927,412
2002,Wythe Ave & Metropolitan Ave,40.716887,-73.963198,2415
2003,1 Ave & E 18 St,40.73381219,-73.98054421,3545
2005,Railroad Ave & Kay Ave,40.70531194,-73.97100056,108
2006,Central Park S & 6 Ave,40.76590936,-73.97634151,6538
2008,Little West St & 1 Pl,40.70569254,-74.01677685,3641
2009,Catherine St & Monroe St,40.71117444,-73.99682619,1443
2010,Grand St & Greene St,40.72165481,-74.00234737,2831
2012,E 27 St & 1 Ave,40.739445,-73.976806,2437
2021,W 45 St & 8 Ave,40.75929124,-73.98859651,3692
2022,E 60 St & York Ave,40.759107,-73.959223,701
2023,E 55 St & Lexington Ave,40.75968085,-73.97031366,1665
3002,South End Ave & Liberty St,40.711512,-74.015756,5246
3016,Kent Ave & N 7 St,40.72036775,-73.96165073,3327
3041,Kingston Ave & Herkimer St,40.67890679,-73.94142771,345
3042,Fulton St & Utica Ave,40.6794268,-73.9298911,415
3043,Lewis Ave & Decatur St,40.6814598,-73.934903,181
3044,Albany Ave & Fulton St,40.6800105,-73.938475,160
3046,Marcus Garvey Blvd & Macon St,40.682601,-73.938037,415
3047,Halsey St & Tompkins Ave,40.6823687,-73.944118,521
3048,Putnam Ave & Nostrand Ave,40.68402,-73.94977,352
3049,Cambridge Pl & Gates Ave,40.68488,-73.96304,527
3050,Putnam Ave & Throop Ave,40.6851532,-73.94111,533
3052,Lewis Ave & Madison St,40.686312,-73.935775,487
3053,Marcy Ave & Lafayette Ave,40.6900815,-73.947915,242
3054,Greene Ave & Throop Ave,40.6894932,-73.942061,416
3055,Greene Ave & Nostrand Ave,40.6883337,-73.950916,373
3056,Kosciuszko St & Nostrand Ave,40.69072549,-73.95133465,385
3057,Kosciuszko St & Tompkins Ave,40.69128258,-73.9452416,448
3058,Lewis Ave & Kosciuszko St,40.69237074,-73.93705428,367
3059,Pulaski St & Marcus Garvey Blvd,40.6933982,-73.939877,245
3060,Willoughby Ave & Tompkins Ave,40.69425403,-73.94626915,371
3061,Throop Ave & Myrtle Ave,40.69622937,-73.94371094,185
3062,Myrtle Ave & Marcy Ave,40.69539817,-73.94954908,506
3063,Nostrand Ave & Myrtle Ave,40.69527008,-73.95238108,301
3064,Myrtle Ave & Lewis Ave,40.69681963,-73.93756926,1058
3065,Union Ave & Wallabout St,40.70029511,-73.95032283,245
3066,Tompkins Ave & Hopkins St,40.69957608,-73.94708417,387
3067,Broadway & Whipple St,40.7016657,-73.9437303,502
3068,Humboldt St & Varet St,40.7031724,-73.940636,525
3069,Lorimer St & Broadway,40.70411791,-73.94818595,334
3070,McKibbin St & Manhattan Ave,40.70510918,-73.94407279,279
3071,Boerum St & Broadway,40.70538077,-73.94976519,409
3072,Leonard St & Boerum St,40.70583339,-73.94644578,292
3073,Division Ave & Hooper St,40.70691254,-73.95441667,458
3074,Montrose Ave & Bushwick Ave,40.70767788,-73.94016171,1102
3075,Division Ave & Marcy Ave,40.70708701,-73.95796783,221
3076,Scholes St & Manhattan Ave,40.70870368,-73.9448625,700
3077,Stagg St & Union Ave,40.70877084,-73.95095259,1000
3078,Broadway & Roebling St,40.70924826,-73.96063149,1191
3080,S 4 St & Rodney St,40.70934,-73.95608,664
3081,Graham Ave & Grand St,40.711863,-73.944024,729
3082,Hope St & Union Ave,40.71167351,-73.95141312,1127
3083,Bushwick Ave & Powers St,40.71247661,-73.94100005,673
3085,Roebling St & N 4 St,40.71469,-73.95739,1134
3086,Graham Ave & Conselyea St,40.715143,-73.944507,1688
3087,Metropolitan Ave & Meeker Ave,40.71413311,-73.95234386,1208
3088,Union Ave & Jackson St,40.7160751,-73.952029,435
3090,N 8 St & Driggs Ave,40.71774592,-73.95600096,2486
3091,Frost St & Meeker St,40.71764,-73.94882,334
3092,Berry St & N 8 St,40.7190095,-73.95852515,1924
3093,N 6 St & Bedford Ave,40.71745169,-73.95850939,2952
3094,Graham Ave & Withers St,40.7169811,-73.94485918,565
3095,Graham Ave & Herbert St,40.71929301,-73.94500379,443
3096,Union Ave & N 12 St,40.71924,-73.95242,1256
3100,Nassau Ave & Newell St,40.72481256,-73.94752622,936
3101,N 12 St & Bedford Ave,40.72079821,-73.95484712,1043
3102,Driggs Ave & Lorimer St,40.72179134,-73.9504154,755
3103,N 11 St & Wythe Ave,40.72153267,-73.95782357,870
3105,N 15 St & Wythe Ave,40.724055,-73.955736,732
3106,Driggs Ave & N Henry St,40.72325,-73.94308,1107
3107,Bedford Ave & Nassau Ave,40.72311651,-73.95212324,2073
3108,Nassau Ave & Russell St,40.72557,-73.94434,1249
3109,Banker St & Meserole Ave,40.72606,-73.95621,1148
3110,Meserole Ave & Manhattan Ave,40.72708584,-73.95299117,1495
3112,Milton St & Franklin St,40.72906,-73.95779,2206
3113,Greenpoint Ave & Manhattan Ave,40.73026,-73.95394,1417
3115,India St & Manhattan Ave,40.73232194,-73.9550858,1104
3116,Huron St & Franklin St,40.73266,-73.95826,1111
3117,Franklin St & Dupont St,40.73564,-73.95866,850
3118,McGuinness Blvd & Eagle St,40.73555,-73.95284,1090
3119,Vernon Blvd & 50 Ave,40.74232744,-73.95411749,1752
3120,Center Blvd & Borden Ave,40.74161,-73.96044,472
3121,Jackson Ave & 46 Rd,40.74524768,-73.94733276,389
3122,48 Ave & 5 St,40.74436329,-73.95587325,334
3123,31 St & Thomson Ave,40.74469738,-73.93540375,294
3124,46 Ave & 5 St,40.74731,-73.95451,1203
3125,45 Rd & 11 St,40.74708586,-73.94977234,848
3126,44 Dr & Jackson Ave,40.74718234,-73.9432635,989
3127,9 St & 44 Rd,40.74966,-73.9521,254
3128,21 St & 43 Ave,40.75052534,-73.94594845,259
3129,Queens Plaza North & Crescent St,40.75110165,-73.94073717,1903
3130,21 St & Queens Plaza North,40.75325964,-73.94335788,480
3131,E 68 St & 3 Ave,40.7671284,-73.96224618,1076
3132,E 59 St & Madison Ave,40.76350532,-73.97109243,1961
3134,3 Ave & E 62 St,40.76312584,-73.96526895,1527
3135,E 75 St & 3 Ave,40.77112927,-73.95772297,1114
3136,5 Ave & E 63 St,40.766368,-73.971518,1176
3137,5 Ave & E 73 St,40.77282817,-73.96685276,3220
3139,E 72 St & Park Ave,40.77118288,-73.96409422,1378
3140,1 Ave & E 78 St,40.77140426,-73.9535166,2859
3141,1 Ave & E 68 St,40.76500525,-73.95818491,4116
3142,1 Ave & E 62 St,40.7612274,-73.96094022,3112
3143,5 Ave & E 78 St,40.77632142,-73.96427393,2490
